"alkalmazott módszer","alkalmazott módszerthe method employed (in the first phase of the study)"
"alkalmazott tudományi terület","alkalmazott tudományi területlibrarianship is an applied field"
"alkalmazás :könyvtári alkalmazásokkal","alkalmazás :könyvtári alkalmazásokkalwith implications fro libraries"
"alkalmazása magyar viszonyokra","alkalmazása magyar viszonyokraadapting ... for Hungarian use"
"alkalmazási jog (munkajog)","alkalmazási jog (munkajog)employment law"
"alkalmazási programcsomag","alkalmazási programcsomagapplication package"
"alkalmazási tanulmány","alkalmazási tanulmányapplication study"
"alkalmazási tapasztalatok (új gépnél)","alkalmazási tapasztalatok (új gépnél)field experience"
"alkalmazási területek","alkalmazási területekapplications areas"
"alkalmi ismerős (akit felszedtek)","alkalmi ismerős (akit felszedtek)pickup"
"alkalmi kiadvány","alkalmi kiadványoccasional publication"
"alkalmi lakosok (az év egy részét töltik ott)","alkalmi lakosok (az év egy részét töltik ott)seasonal residents"
"alkalmából (tiszteletére)","alkalmából (tiszteletére)published to mark the fiftieth anniversary"
"alkalmával :étkezések alkalmával","alkalmával :étkezések alkalmávalat meals"
"alkalom :kap az alkalmon","alkalom :kap az alkalmonleaps at the chance"
"alkalom :szeretném megragadni az alkalmat, hogy ...","alkalom :szeretném megragadni az alkalmat, hogy ...I would like to take this opportunity to (do)."
"alkalom vmit tenni","alkalom vmit tennian opportunity for sy to do sg"
"alkalomra","alkalomrafor the occasion"
"alkatrészellátás","alkatrészellátásspare part supply"
"alkatrészhiány","alkatrészhiányshortage of parts"
"alkatrészraktár (mint részleg)","alkatrészraktár (mint részleg)parts depot"
"alkotmánybíróság","alkotmánybíróságConstitutional Court?"
"alkotmányelőkészítő bizottság","alkotmányelőkészítő bizottságthe Revised Constitution drafting committee"
"alkotmánymódosítás (kiegészítés, USA)","alkotmánymódosítás (kiegészítés, USA)Constitutional amendment"
"alkotmányos garanciák","alkotmányos garanciákconstitutional guarantees"
"alkotmányos rend","alkotmányos rendthe consitutional order of society"
"alkotmányosság (törvényesség)","alkotmányosság (törvényesség)constitutionalism"
"alkotmányozó nemzetgyűlés","alkotmányozó nemzetgyűlésconstitutional assembly"
"alkotmánytervezet","alkotmánytervezetthe draft constitution"
"alkotó geondokodás","alkotó geondokodáscreative thinking"
"alkotó gondokkodás","alkotó gondokkodáscreative thinking"
"allergiás valamilyen gyógyszerre?","allergiás valamilyen gyógyszerre?are you allergic to any medication? <br/><br/>are you allergic to any medications?"
"allergiás vmire","allergiás vmireis allergic to (smoke) <br/><br/>is allergic to sg"
"allokáló betöltő","allokáló betöltődynamic allocating-loader"
"allomány :vezetői állomány (vállalatoknál)","allomány :vezetői állomány (vállalatoknál)leadership personnel"
"almező-kód","almező-kódsubfield code"
"alosztások jelzetei","alosztások jelzeteiauxiliaries"
"alperes","alperesdefendant"
"Alpok lábánál (Magyarorsz.)","Alpok lábánál (Magyarorsz.)in the alpine foothills"
"alszik :ilyen jól még nem aludtam.","alszik :ilyen jól még nem aludtam.I've never slept better."
"alszik rá :alszom rá egyet.","alszik rá :alszom rá egyet.I'll sleep on it."
"alszik rá egyet (döntésre)","alszik rá egyet (döntésre)Sleep on it."
"alszik, mint a mormota","alszik, mint a mormotaI was sleeping like a hog in the sun"
"alszom rá egyet.","alszom rá egyet.I'll sleep on it."
"alsó határ","alsó határthe lower limits of sg"
"alsó határ (számsornál)","alsó határ (számsornál)lower bound <br/><br/>lower limit"
"alsó index (számnál)","alsó index (számnál)subscript"
"alsó szint (földszint)","alsó szint (földszint)lower level"
"alsó széle (gépelt oldalnak)","alsó széle (gépelt oldalnak)bottom margin"
"alsó vezetői szinten","alsó vezetői szintenat junior management level"
"alsó él (jelen)","alsó él (jelen)bottom edge"
"alsóbb néposztályok","alsóbb néposztályokthe lower classes <br/><br/>the lower orders"
"alsónadrág","alsónadrágshorts (pl) <br/><br/>undershorts"
"alternatív folyóirat (nem hivatalosan elfogadott)","alternatív folyóirat (nem hivatalosan elfogadott)alternative journal"
"alternatíva a ...-val szemben","alternatíva a ...-val szembenan alternative to the ..."
"alternatívák közötti választás","alternatívák közötti választáschoosing among the various alternatives <br/><br/>the choice between these alternatives"
"altiszt (kistisztviselő)","altiszt (kistisztviselő)petty officer"
"aludjon jól!","aludjon jól!sleep well!"
"alulcsordulás","alulcsordulásunderflow"
"aluli :18 éven aluliak","aluli :18 éven aluliakpeople under 18"
"aluljáró","aluljáróunderpass"
"aluljáró :gyalogos aluljáró","aluljáró :gyalogos aluljárópedestrian tunnel"
"aluljáró :menjen át az aluljárón!","aluljáró :menjen át az aluljárón!take the pedestrian underpass."
"alulról felfelé felépíteni","alulról felfelé felépítenito build programs from the ground up"
"alulról felfelé kiépíteni (programot)","alulról felfelé kiépíteni (programot)to build (program) from the ground up"
"alulról felfelé való megközelítés","alulról felfelé való megközelítésa 'bottom up' approach"
"alulról felépíteni (rendszert)","alulról felépíteni (rendszert)to build sg from the ground up"
"alulról szemlélve (alapkérdések)","alulról szemlélve (alapkérdések)a view from the bottom"
"aluláteresztő szűrő","aluláteresztő szűrőfirst-order lag <br/><br/>low-pass filter"
"alvállalkozó (?)","alvállalkozó (?)subcontractor (?)"
"alvó :rossz alvó vagyok.","alvó :rossz alvó vagyok.I am a bad sleeper."
"alvóváros","alvóvárosbedroom community <br/><br/>bedroom suborb <br/><br/>commuterized small town"
"alvóváros (nagyváros közelében, ingázóknak)","alvóváros (nagyváros közelében, ingázóknak)bedroom suburb <br/><br/>commuterized small town"
"alvóvárosok (nagyváros körül)","alvóvárosok (nagyváros körül)bed-sitter belt (of a major city)"
"alá :rögtön alá. (írás)","alá :rögtön alá. (írás)just down below that."
"alá :ötös alá (kb.)","alá :ötös alá (kb.)an A minus"
"alá esik (csökken)","alá esik (csökken)drops below pH 9.5"
"alá helyez (jogkör szempontjából)","alá helyez (jogkör szempontjából)the publishing houses were placed under the Ministry of Culture"
"alá nem támasztott","alá nem támasztottunexplained"
"alá nem támasztott beismerő vallomás","alá nem támasztott beismerő vallomásuncorroborated confession"
"alább következik egy sor javaslat a ...-ra","alább következik egy sor javaslat a ...-raBelow are a number of suggestions for ..."
"alább, a ...-ról szóló fejezetben részletebben is leírjuk","alább, a ...-ról szóló fejezetben részletebben is leírjukgreater detail is provided below in the section relating to ..."
"alábecsüli a ... veszélyét","alábecsüli a ... veszélyétunderrates the threat from ..."
"alábontással","alábontássalby breaking down?"
"alácsordulás","alácsordulásunderflow"
"alája tartozik (hierarchiában)","alája tartozik (hierarchiában)reports to the chief librarian"
"alállomás","alállomástributary station"
"alárendelt (beosztott munkatárs)","alárendelt (beosztott munkatárs)junior staff"
"alárendelt (hierarchiában)","alárendelt (hierarchiában)is responsible to sy"
"alárendelt (munkafolyamatok viszonya)","alárendelt (munkafolyamatok viszonya)is subservient to sg"
"alárendelt állomás","alárendelt állomástributary station"
"alárendelték (minisztérium felügyelete alá)","alárendelték (minisztérium felügyelete alá)religious matters were placed under the authority of the State Office of ..."
"alárendelve a ...-nak","alárendelve a ...-naksubordinated to the ..."
"alátámaszt (pl. számlát)","alátámaszt (pl. számlát)substantiate an account?"
"alátámasztottság","alátámasztottságsupport? validity? authenticity (of the transaction)?"
"alátámasztottság ellenőrzése","alátámasztottság ellenőrzésesubstantive tests"
"alátámasztó bizonylat","alátámasztó bizonylatsupporting voucher"
"alátámasztó okmány","alátámasztó okmánycorroborating document (that substantiate the ...) <br/><br/>evidential matter <br/><br/>supporting document, supporting evidence"
"alázatos szolgája (régimódi kereskedő mondja)","alázatos szolgája (régimódi kereskedő mondja)Your obedient servant."
"alázúdúl (hadsereg)","alázúdúl (hadsereg)descended on the Saxon coast"
"aláír :hol írjam alá?","aláír :hol írjam alá?where shall I sign it?"
"amatőr fotós","amatőr fotósthe Amateur photographer (?)"
"amatőr képzőművész munkások","amatőr képzőművész munkásokamateur worker artists"
"amatőr Shakespeare-kutató","amatőr Shakespeare-kutatóamateur of Shakespeare"
"amatőrfilmes folóirat (?)","amatőrfilmes folóirat (?)amateur film magazine"
"amatőrfilmes körökben","amatőrfilmes körökbenin amateur film making circles"
"amcsik","amcsikthe Yanks"
"amellett érvelt, hogy ...","amellett érvelt, hogy ...he advocated that '... should (do)'"
"amely ...-es maximális sebesség elérését teszi lehetővé","amely ...-es maximális sebesség elérését teszi lehetővéthat provides a top speed of ..."
"amely egyik oka lett a halálának","amely egyik oka lett a halálánakwhich is one of the reasons why she is dead"
"amely ettől függetlenül bordély","amely ettől függetlenül bordélywhich is a brothel just the same"
"amely időközben zajlott le","amely időközben zajlott lethat has taken place in the interim"
"amely maga is összevonások eredménye (tröszt)","amely maga is összevonások eredménye (tröszt)itself a product of mergers"
"amely megfelel a ...-nak (egyenértékű)","amely megfelel a ...-nak (egyenértékű)represents the equivalent of the ..."
"amely mindazonáltal (mégis csak) bordély","amely mindazonáltal (mégis csak) bordélywhich is a brothel just the same"
"amely remélhetőleg mutatni fogja a ...-t","amely remélhetőleg mutatni fogja a ...-twhich will, it is hoped, indicate ..."
"amelyek közül egyik sem (2 közül)","amelyek közül egyik sem (2 közül)neither of which"
"amelyekre gyakran hivatkoztak","amelyekre gyakran hivatkoztakthat were heavily cited"
"amelyet a könyv eőző kiadásaiban vetett fel (ötletet)","amelyet a könyv eőző kiadásaiban vetett fel (ötletet)initiated in previous editions of the book"
"amelyet a köznyelv ...-nak hívott","amelyet a köznyelv ...-nak hívottcolloquially called the Cheka"
"amelyik úgy szól, hogy ... (dallamról)","amelyik úgy szól, hogy ... (dallamról)played that Mozart sonata that goes diddle dum diddle da da da"
"amelynek ... tekintetében felette áll (jobb nála)","amelynek ... tekintetében felette áll (jobb nála)to which it is superior in (strength)"
"amelynek megvan az a tulajdonsága, hogy ...","amelynek megvan az a tulajdonsága, hogy ...(circuit) which has the property that ..."
"amelyre az imént utaltunk","amelyre az imént utaltunkthe ... just referred to"
"amennyiben egy ...-t kívánunk használni","amennyiben egy ...-t kívánunk használniif we are to use a ..."
"amennyire a ...-t illeti, ...","amennyire a ...-t illeti, ...in so far as ... is concerned, ..."
"amennyire ez érinti a ...-t","amennyire ez érinti a ...-tSo far as ... is concerned"
"amennyire ma ismeretes, ...","amennyire ma ismeretes, ...so far as is known, ..."
"amennyire én meg tudom állapítani","amennyire én meg tudom állapítaniAs far as I can tell."
"amennyit a többiek együttvéve","amennyit a többiek együttvéveas many as the others combined"
"Amerika-ellenes tevékenység","Amerika-ellenes tevékenységun-American activities"
"amerikai dollár","amerikai dollárAmerican dollar"
"amerikai kormány egy tagja","amerikai kormány egy tagjaa United States cabinet member"
"amerikai zsidó (fn)","amerikai zsidó (fn)Jewish American"
"amerikai zászló","amerikai zászlóthe Stars and Stripes"
"ami :s ami még rosszabb, ...","ami :s ami még rosszabb, ...worse: ..."
"ami a ... mellett szól","ami a ... mellett szólan additional feature in favor of a ... is the fact that ..."
"ami a ... rövidítése","ami a ... rövidítésewhich is a hort form of""..."" <br/><br/>which stands for ..."
"ami a ...-t illeti, ...","ami a ...-t illeti, ...About ..., ..."
"ami arabul annyit tesz: ...","ami arabul annyit tesz: ......, Arabic for""..."""
"Ami azt illeti, ...","Ami azt illeti, ...Matter of fact, (she brought some ...)"
"ami egy kissé meglepett","ami egy kissé meglepettwhich surprised me mildly"
"ami el tud romlani, az el is romlik. (Murphy)","ami el tud romlani, az el is romlik. (Murphy)whatever can go wrong, will go wrong."
"ami elég, az elég. (elég legyen már!)","ami elég, az elég. (elég legyen már!)enough is enough."
"ami engem illet, ...","ami engem illet, ...For myself, ... <br/><br/>for my own part, ... <br/><br/>for myself, ..."
"ami hiányzott ...-ban, azt pótolta ...-val","ami hiányzott ...-ban, azt pótolta ...-valWhat this hacker lacked in originality, he made up for in persistence."
"ami igaz a ...-ban, ugyanúgy igaz a ...-ban","ami igaz a ...-ban, ugyanúgy igaz a ...-banWhat is true in the economic arena is equally true in the ..."
"ami kevés kutatást folytattak, az feltárta, hogy ...","ami kevés kutatást folytattak, az feltárta, hogy ...what few surveys were conducted revealed that ..."
"ami közelebbről érint bennünket: ...","ami közelebbről érint bennünket: ...To bring this nearer home, a ..."
"ami megfelel ...-nak (elmegy, megfelelő)","ami megfelel ...-nak (elmegy, megfelelő)that passes for ..."
"ami megtörtént, megtörtént","ami megtörtént, megtörténtwhat had happened had happened (?)"
"ami megtörtént, megtörtént.","ami megtörtént, megtörtént.what has happened has happened."
"ami még rosszabb, ...","ami még rosszabb, ...And what's worse, ..."
"ami még rosszabb.","ami még rosszabb.that's worse."
"ami személy szerint engem illet, ...","ami személy szerint engem illet, ...personally, ..."
"ami szó szerint annyit tesz: ...","ami szó szerint annyit tesz: ...... - literally, ..."
"ami talán még rosszabb","ami talán még rosszabb(which may be worse!)"
"ami voltaképp egy Canon PC8O-as","ami voltaképp egy Canon PC8O-aswhich is in reality the Canon PC8O"
"ami érdekes a számunkra, az a ...","ami érdekes a számunkra, az a ...What is of interest is the ..."
"ami, mint kiderült, a ... volt","ami, mint kiderült, a ... voltthat turned out to be the ..."
"amiből később a ... lett (intézmény)","amiből később a ... lett (intézmény)what was to become the ..."
"amiből neki egy sem volt","amiből neki egy sem volt..., of which she had none."
"amihez csak annyit fűzhetünk hozzá, hogy ...","amihez csak annyit fűzhetünk hozzá, hogy ...to which one can only add that ..."
"amikor (olyan körülmények között, amikor ...)","amikor (olyan körülmények között, amikor ...)at a time when ..."
"amikor :abban az időben, amikor ...","amikor :abban az időben, amikor ...in the days when ..."
"amikor a ... híre eljutott hozzájuk","amikor a ... híre eljutott hozzájukwhen the news of the ... came through &lt;A7'726US"
"amikor a ... kifejezést használjuk","amikor a ... kifejezést használjukwhen the term '...' is employed"
"amikor a ... és a ... között kell választani","amikor a ... és a ... között kell választaniwhen the choice lies between the ... and the ..."
"amikor a ...-ról kérdeztük őket, ...","amikor a ...-ról kérdeztük őket, ...when asked (their favourite programs), 5 per cent named ...-s"
"amikor a ...-ról van szó","amikor a ...-ról van szówhen it comes to the ..."
"amikor az igény jelentkezik","amikor az igény jelentkezikwhen the need arises"
"amikor eljött az ideje, hogy ...","amikor eljött az ideje, hogy ...when it came time to ..."
"amikor ezt a könyvet írom, ... (pillanatnyilag)","amikor ezt a könyvet írom, ... (pillanatnyilag)as of this writing, ...(?)"
"Amilyen az én szerencsém, ...","Amilyen az én szerencsém, ...With my luck, they'll drop the whole thing."
"amilyen időszakban mi vagyunk, ...","amilyen időszakban mi vagyunk, ...in a period of ... such as we have been in, ..."
"amilyen értelemben itt használjuk","amilyen értelemben itt használjukthe term""..."" as used here means any kind of ..."
"aminek egy példája a ...","aminek egy példája a ...an example of which is the ..."
"amint a ... is","amint a ... isjust as the ..."
"amint a ... mutatja","amint a ... mutatjaas indicated by the ..."
"amint az 1. táblázaton látható","amint az 1. táblázaton láthatóAs can be seen in Table 1"
"amint hallótávolságon kívülre került","amint hallótávolságon kívülre kerültOnce he was out of earshot I said, '..."""
"amint kiderült, ...","amint kiderült, ...as it turned out, ..."
"amint látható, ...","amint látható, ...As can be seen, ..."
"amint megérkezett az állomásra, rögtön ...-t.","amint megérkezett az állomásra, rögtön ...-t.on arriving at the station, he immediately (did)"
"amint pirkad","amint pirkadat first light tomorrow"
"amint ráérek","amint ráérekas soon as I have time"
"aminthogy az sem valószínű, hogy ...","aminthogy az sem valószínű, hogy ...nor it is likely that ..."
"amit ...-nak gondolhatunk el (képzelhetünk el)","amit ...-nak gondolhatunk el (képzelhetünk el)the ..., which may be thought of as ..."
"amit ...-nak neveztünk","amit ...-nak neveztünkwhat has been termed our ..."
"amit a japán Kyotóban tartottak, 1972. április 3-tól 7-ig","amit a japán Kyotóban tartottak, 1972. április 3-tól 7-igwhich was held in Kyoto, Japan, 3-7 April, 1972."
"amit a legjobban a ...-val illusztrálhatunk","amit a legjobban a ...-val illusztrálhatunkis best illustrated in the application of ..."
"amit csak óhajt","amit csak óhajtAll right, whatever you say."
"amit ezennel visszaküldök","amit ezennel visszaküldök..., which I am returning herewith."
"amit látsz, azt kapod (display-elv)","amit látsz, azt kapod (display-elv)the WYSIWYG principle (What you see is what you get)"
"amit most ...-nak nevezünk (új terminológiával)","amit most ...-nak nevezünk (új terminológiával)now termed ..."
"amit másutt már tárgyaltam","amit másutt már tárgyaltamwhich I have discussed elsewhere"
"amit ugyancsak ő rendezett","amit ugyancsak ő rendezettwhich he also directed"
"amióta csak","amióta csakever since I left school"
"amióta csak ...","amióta csak ...ever since I left school"
"amióta csak világ a világ","amióta csak világ a világsince the world began"
"ammondó vagyok, hogy ...","ammondó vagyok, hogy ...I'm for (doing)"
"amortizáció","amortizációamortization, depreciation allowance"
"amortizáció (értékcsökkenési leírás)","amortizáció (értékcsökkenési leírás)depreciation allowance"
"améta","amétajoint account business"
"analfabétizmus felszámolása","analfabétizmus felszámolásathe elimination of illiteracy"
"analitikus (pszichoanalitikus)","analitikus (pszichoanalitikus)shrink"
"analitikus cédulák (címl.)","analitikus cédulák (címl.)analytics"
"analitikus címleírás","analitikus címleírásanalytical entry"
"analitikus nyilvántartás","analitikus nyilvántartásanalytical file?"
"analitikus-szintetikus osztályozás","analitikus-szintetikus osztályozásanalytico-synthetic classification"
"analytical function generator","analytical function generatoranalitikusfüggvény-generátor"
"analóg jel","analóg jelanalog signal"
"analóg osztó","analóg osztóanalog divider"
"analóg-digitális átalakító","analóg-digitális átalakítóanalogue-digital converter"
"analógiájára","analógiájáraby analogy with ..."
"anamnézis (kórtörténet)","anamnézis (kórtörténet)medical history"
"angol nyelvű Afrika","angol nyelvű Afrikaanglophone Africa"
"angol tasztatúra","angol tasztatúraEnglish language keyboard"
"angoltanár","angoltanárteacher of English"
"angoltudás :alapszintű angoltudás","angoltudás :alapszintű angoltudástreshold level English"
"animációs film","animációs filmanimated cartoon"
"ankétot rendez vkiknek","ankétot rendez vkiknekpresents talks to local groups"
"annak az elhatározásnak köszönhető, hogy ... (könyv)","annak az elhatározásnak köszönhető, hogy ... (könyv)this book arises from his determination to (do)"
"annak mértékében ..., ahogy ...","annak mértékében ..., ahogy ...is useful in proportion to how well it can ..."
"annak tulajdonítják, hogy ...","annak tulajdonítják, hogy ...is attributed to the fact that ..."
"annotáció (Új Könyvekben)","annotáció (Új Könyvekben)annotation"
"annyi :az annyi, mint ... (összeg)","annyi :az annyi, mint ... (összeg)that works out at ..."
"annyi eszem azért volt, hogy ...-jak.","annyi eszem azért volt, hogy ...-jak.I had sense enough to (do)."
"annyi, mint ... (összeg, számolásnál)","annyi, mint ... (összeg, számolásnál)that comes to ..."
"annyira :csak annyira, hogy ...","annyira :csak annyira, hogy ...is only carried out to the extent that ..."
"annyira :legalább annyira ..., ha nem még ...-bb","annyira :legalább annyira ..., ha nem még ...-bbis equally if not more ... than the ..."
"annyira :nem annyira ...; mint (inkább) ...","annyira :nem annyira ...; mint (inkább) ...less ... than ..."
"annyira :nem annyira a ...-val, mint a ...-val","annyira :nem annyira a ...-val, mint a ...-valnot so much with the ... as with the ..."
"annyit eszik, mint egy madár (olyan keveset)","annyit eszik, mint egy madár (olyan keveset)I eat like a bird"
"annyit sem tud, hogy kell vezetni?","annyit sem tud, hogy kell vezetni?don't you even know how to drive?"
"annál inkább","annál inkábbIf ..., so much the better."
"annál inkább :ha ..., annál inkább.","annál inkább :ha ..., annál inkább.if ..., so much the better."
"annál is inkább, mivel ...","annál is inkább, mivel ...all the more so because ..."
"annál jobb. (gúnyosan)","annál jobb. (gúnyosan)a good job, too."
"annál meglepőbb, hogy ...","annál meglepőbb, hogy ...it is all the more surprising therefore that ..."
"Antant","Antantthe Triple Entente"
"antenna","antennaantenna"
"antenna :műholdas antenna","antenna :műholdas antennadish; downlink; private earth station"
"antenna :műholdas antenna (tv)","antenna :műholdas antenna (tv)satellite antenna"
"antenna :szobaantenna","antenna :szobaantennaindoor antenna"
"antenna :tetőantenna","antenna :tetőantennaoverhouse antenna <br/><br/>roof antenna"
"antenna kivezetés (tv-n)","antenna kivezetés (tv-n)antenna terminal"
"antennacsatoló egység","antennacsatoló egységantenna coupling unit"
"antennakapcsoló (számítógépnél)","antennakapcsoló (számítógépnél)antenna switch"
"antikvár beszerzés","antikvár beszerzésout-of-print procurement"
"antikvár katalógus","antikvár katalógussecond-hand catalogue"
"antikvár könyvek körözése","antikvár könyvek körözéseout-of-print booksearching"
"antikvárius","antikváriusantiquarian bookdealer <br/><br/>antiquarian bookseller"
"antisznob","antisznobinverted snob"
"antitest (fizika)","antitest (fizika)antobody"
"antivalencia","antivalenciaanticoincidence <br/><br/>EITHER-OR operation <br/><br/>exclusive OR operation <br/><br/>EXOR <br/><br/>OR-ELSE operation"
"antivalencia egység","antivalencia egységantivalence unit <br/><br/>antivalence unit; non-equivalence gate"
"antivalencia kapu","antivalencia kapunon-equivalence gate"
"antivalens (állapot)","antivalens (állapot)antivalent"
"anya :biológiai anyja; szülőanyja vkinek","anya :biológiai anyja; szülőanyja vkineksy's womb-mother"
"anya :béranya (más nő gyerekét kihordja)","anya :béranya (más nő gyerekét kihordja)surrogate mother"
"anya-gyermek viszony","anya-gyermek viszonymother-child relationship"
"anyag- és energiaigényes cikkek","anyag- és energiaigényes cikkekhighly material- and energy-intensive items"
"anyag- és géphasználat","anyag- és géphasználatmaterial and equipment use"
"anyagbeszerző részleg (?)","anyagbeszerző részleg (?)ask the lab's supplies desk"
"anyagellenőrzés","anyagellenőrzésmaterial control"
"anyagellátás","anyagellátásmaterial supply"
"anyaghasználat","anyaghasználatmaterial and equipment use"
"anyagi eszközök","anyagi eszközökfixtures, fittings, tools and equipment <br/><br/>tangible fixed assets?"
"anyagi támogatása (kutatásoké)","anyagi támogatása (kutatásoké)funding library research"
"anyagi ösztönzés (rendszere)","anyagi ösztönzés (rendszere)incentive wage plans"
"anyagigényes cikkek","anyagigényes cikkekhighly material- and energy-intensive items"
"anyagilag önfenntartó","anyagilag önfenntartófinancially self-sufficient"
"anyagjellegű költség","anyagjellegű költségmaterial-type cost"
"anyagjellegű költségek","anyagjellegű költségekraw materials and consumables"
"anyagjellegű ráfordítások","anyagjellegű ráfordításokcost of materials <br/><br/>material-type costs"
"anyagjellegű szolgáltatások","anyagjellegű szolgáltatásokmaterial-type services"
"anyagjelölő","anyagjelölőmaterial designation"
"anyagköltség","anyagköltségcost of raw matrials <br/><br/>material expenses <br/><br/>raw materials and consumables"
"anyagmozgatás","anyagmozgatásmaterial handling"
"anyagmozgató rendszer :kanban","anyagmozgató rendszer :kanbanjust-in-time (noun)"
"anyagnorma","anyagnormamaterial norm"
"anyagtudományok","anyagtudományokmaterials science"
"anyagából :a ... múzeum anyagából","anyagából :a ... múzeum anyagából(Courtesy Fitzwilliam Museum, Cambridge)"
"anyagát a ...-ból merítette","anyagát a ...-ból merítetteThe material in this book is drwan from ..."
"anyahajó","anyahajómother ship"
"anyai szeretet (anyáskodás, általában)","anyai szeretet (anyáskodás, általában)maternal affection"
"anyaintézmény","anyaintézményparent institution <br/><br/>parent institution [def.]"
"anyakönyvi hivatal","anyakönyvi hivatalregistry office"
"anyakönyvvezető","anyakönyvvezetőregistrar"
"anyakönyvvezető (hivatal, a helyiség)","anyakönyvvezető (hivatal, a helyiség)registry office"
"anyalemez","anyalemezmotherboard"
"anyanyelvi irodalom","anyanyelvi irodalomliterature in the mother tongue"
"anyanyelvi irodalom biztosítása","anyanyelvi irodalom biztosításaprovision of literature in the mother tongue"
"anyanyelvi irodalom nyújtása","anyanyelvi irodalom nyújtásaprovision of literature in the mother tongue"
"anyanyelvtanítási kísérlet","anyanyelvtanítási kísérletattempt to teach mother tongue"
"anyapótló (más gyerekét megszüli)","anyapótló (más gyerekét megszüli)surrogate mother"
"anyaszervezet","anyaszervezetparent organisation"
"anyaszervezet (mint fenntartó)","anyaszervezet (mint fenntartó)parent authority"
"anyaszült meztelenül","anyaszült meztelenülnaked as a cow"
"anyasági segély (program)","anyasági segély (program)authorities passed a program of maternity benefits"
"anyámasszony katonája","anyámasszony katonájasofty"
"anyáskodik vki felett","anyáskodik vki felettto mother sy"
"anélkül, hogy teljességre törekednénk","anélkül, hogy teljességre törekednénkwithout attempting to be comprehensive"
"anélkül, hogy túl sokat törődött volna a dolog elméletével","anélkül, hogy túl sokat törődött volna a dolog elméletévelwithout bothering overmuch with the theory behind it"
"anód","anóddrain"
"apa :gondoskodó atya (társ. szerep nagycsaládban)","apa :gondoskodó atya (társ. szerep nagycsaládban)the father-protector"
"apa! (felnőtt mondja, az apjának)","apa! (felnőtt mondja, az apjának)Father."
"apasági igényt bejelenteni","apasági igényt bejelenteniis prepared to claim paternity"
"APEH","APEHthe Hungarian Inland Revenue Office"
"apja ...","apja ...fathered by Ernie"
"apparátus (emberekből)","apparátus (emberekből)machine (of lieutenants)"
"apparátus (könyvek szétosztására)","apparátus (könyvek szétosztására)distribution machinery"
"approximatíve","approximatíveapproximately"
"apropó!","apropó!For that matter, ..."
"Apropó, hol van ...?","Apropó, hol van ...?Where's ..., by the way?"
"apránként (folyamat)","apránként (folyamat)little by little"
"apró betűs részek (átv.: részletek és definíciók)","apró betűs részek (átv.: részletek és definíciók)you need to read the small print carefully"
"aprófalvas típus","aprófalvas típussmall village type"
"apróhirdetés","apróhirdetéssmall ad"
"apróhirdetés (tematikus csoportosításban)","apróhirdetés (tematikus csoportosításban)classified advertisement <br/><br/>classified advertising"
"apáca (...-rendbeli)","apáca (...-rendbeli)a nun of the order of Sister of St. Joseph"
"apáról fiúra száll (hagyomány)","apáról fiúra száll (hagyomány)This legend has been handed down from father to son."
"arab szám","arab számarabic numeral"
"arany paritás","arany paritásgold parity"
"arany tojást tojó tyúk","arany tojást tojó tyúkwe should not eat the goose that is laying the golden eggs"
"arany-árfolyam","arany-árfolyamgold rate"
"aranybulla","aranybullathe Golden Bull"
"aranybánya (átv.)","aranybánya (átv.)there is a gold mine in ..."
"aranyifjú","aranyifjúlizard"
"aranykor","aranykorThe Golden Age"
"aranykora","aranykorathe golden years of ..."
"aranykora (művészeté)","aranykora (művészeté)the Golden Age of Arts"
"aranyműves","aranyművesgoldsmith"
"aranyszabály","aranyszabálydictum"
"aranytojást tojó tyúk","aranytojást tojó tyúkthe goose that lays the golden eggs"
"archív felvétel (TV-híradóban)","archív felvétel (TV-híradóban)library pictures"
"archív hordozó","archív hordozóarchival storage medium"
"Arhangelszk (?)","Arhangelszk (?)Archangel (?)"
"aritmetikai léptetés","aritmetikai léptetésarithmetic shift"
"aritmetikai sorozat","aritmetikai sorozatarithmetic sequence"
"aritmetikai-logikai egység","aritmetikai-logikai egységarithmetic logic unit (ALU)"
"ARQ rendszerű hibajavítás","ARQ rendszerű hibajavításARQ (automatic repeat request)"
"arra a következtetésre jut, hogy ...","arra a következtetésre jut, hogy ...Concludes that ..."
"arra a következtetésre vezettek (engem), hogy ...","arra a következtetésre vezettek (engem), hogy ...have led me to conclude that ..."
"arra az álláspontra helyezkedett, hogy ...","arra az álláspontra helyezkedett, hogy ...the committee adopted the position that ..."
"arra gondoltam, hogy ... (terv)","arra gondoltam, hogy ... (terv)my intention was to (do)."
"arra gondoltam, hogy nem érne-e rá vacsorázni","arra gondoltam, hogy nem érne-e rá vacsorázniI thought if you were free for lunch one day this week..."
"arra hajlik, hogy ...-jon","arra hajlik, hogy ...-jonleans toward (doing)"
"arra is emlékeztetnünk kell, hogy ...","arra is emlékeztetnünk kell, hogy ...it must be remembered also that ..."
"arra is jutott idejéből, hogy ... legyen","arra is jutott idejéből, hogy ... legyenMatyas also found time to become a patron of the arts"
"arra lehet gyanakodni, hogy ...","arra lehet gyanakodni, hogy ...one would suspect that ..."
"Arra nem tértem ki, hogy ...","Arra nem tértem ki, hogy ...I neglected to say that ..."
"arra törekszik, hogy","arra törekszik, hogyseeks to (do)"
"arra utal ez, hogy ...","arra utal ez, hogy ...this suggests that ..."
