degelijkheid|degelijkheid: virtue
degen|degen: rapier
degenereren|degenereren: degenerate
degenereren, ontaarden, verbasteren|degenereren, ontaarden, verbasteren: degenerate
degraderen|degraderen: degrade
degraderen, verlagen|degraderen, verlagen: degrade
dek|dek: blanket, deck
deken|deken: dean, blanket
deken, decaan|deken, decaan: dean
deken, dek|deken, dek: blanket
dekken|dekken: cover
dekken, beleggen, toedekken, bedekken|dekken, beleggen, toedekken, bedekken: cover
dekmantel|dekmantel: pretext
deksel|deksel: lid
deksels|deksels: darn
dekservet|dekservet: table-cloth
delegatie|delegatie: delegation
delegeren|delegeren: delegate
delegeren, afvaardigen|delegeren, afvaardigen: delegate
Delft|Delft: Delft
Delhi|Delhi: Delhi
delicaat|delicaat: delicate, refined
delicaatheid|delicaatheid: tenderness
delicaatheid, fijnheid, kiesheid|delicaatheid, fijnheid, kiesheid: tenderness
delirium|delirium: delirium
Delphi|Delphi: Delphi
delta|delta: delta
delven|delven: grub, excavate
delven, opduikelen, rooien, opgraven|delven, opduikelen, rooien, opgraven: grub
Demeter|Demeter: Demeter
democraat|democraat: democrat
democratie|democratie: democracy
democratisch|democratisch: democratic
demon|demon: demon
demon, duivel|demon, duivel: demon
demonisch|demonisch: demonic
demonisch, satanisch|demonisch, satanisch: demonic
demonstratie|demonstratie: demonstration
demonstratie, vertoning, bewijs|demonstratie, vertoning, bewijs: demonstration
demonstreren|demonstreren: demonstrate
demonstreren, vertonen|demonstreren, vertonen: demonstrate
dempen|dempen: fill
den|den: pine, fir
den, zilverspar, spar|den, zilverspar, spar: fir
Dender|Dender: Dender
Denemarken|Denemarken: Denmark
denkbeeld|denkbeeld: idea
denkbeeldig|denkbeeldig: fictitious, fictional
denneboom|denneboom: pine
denneboom, den, pijnboom|denneboom, den, pijnboom: pine
departement|departement: department
deponeren|deponeren: deposit
deporteren|deporteren: deport
depressie|depressie: depression
deprimeren|deprimeren: depress
deputeren|deputeren: depute
deputeren, afvaardigen|deputeren, afvaardigen: depute
derde|derde: third
derde macht|derde macht: cube
derde macht, dobbelsteen, blok|derde macht, dobbelsteen, blok: cube
dergelijke|dergelijke: such
derhalve|derhalve: consequently
dertien|dertien: thirteen
dertig|dertig: thirty
derven|derven: lack
desbetreffend|desbetreffend: concerned
desinfecteren|desinfecteren: disinfect
desinfecteren, ontsmetten|desinfecteren, ontsmetten: disinfect
deskundig|deskundig: competent, experienced, expert<br/><br/>expert
deskundig, geoefend, ervaren|deskundig, geoefend, ervaren: experienced
deskundige|deskundige: specialist
desondanks|desondanks: nevertheless
despoot|despoot: despot
despoot, dwingeland|despoot, dwingeland: despot
dessert|dessert: dessert
detachement|detachement: detachment
detachement, team, afdeling|detachement, team, afdeling: detachment
detail|detail: detail
detective|detective: detective
detective, rechercheur|detective, rechercheur: detective
determineren|determineren: fix, determine
determineren, nauwkeurig bepalen|determineren, nauwkeurig bepalen: determine
detineren|detineren: retain, detain
deugdelijk|deugdelijk: solid
deugdelijkheid|deugdelijkheid: virtue
deugdelijkheid, degelijkheid|deugdelijkheid, degelijkheid: virtue
deun|deun: melody
deuntje|deuntje: melody
deur|deur: door
deur, portier|deur, portier: door
deuropening|deuropening: doorway
deurpost|deurpost: stake, stanchion
Deuteronomium|Deuteronomium: Deuteronomy
Deventer|Deventer: Deventer
devies|devies: motto, watchword, slogan
Devoon|Devoon: Devon
devoot|devoot: pious
dharma|dharma: dharma
dhr.|dhr.: Mr, Mr.<br/><br/>Mr.<br/><br/>Mr
diabetes|diabetes: diabetes
diaken|diaken: deacon
dialect|dialect: dialect
dialoog|dialoog: dialog, dialogue
diamant|diamant: diamond
diameter|diameter: diameter
Diana|Diana: Diana
diarree|diarree: diarrhoea
dicht|dicht: closed, dense, compact, concentrated, thick
dicht, gebonden, dik|dicht, gebonden, dik: dense
dichtbij|dichtbij: at, beside, by
dichtdoen|dichtdoen: close, shut
dichten|dichten: clog
dichter|dichter: poet
dichterlijk|dichterlijk: poetic
dichterlijk, poëtisch|dichterlijk, poëtisch: poetic
dichtgespen|dichtgespen: buckle
dichtknopen|dichtknopen: button
dichtkunst|dichtkunst: poetry
dichtkunst, poëzie|dichtkunst, poëzie: poetry
dichtmaken|dichtmaken: close, shut, clog
dichtmaken, dichtdoen, sluiten|dichtmaken, dichtdoen, sluiten: close
dichtmaken, sluiten, dichtdoen|dichtmaken, sluiten, dichtdoen: shut
dichtnaaien|dichtnaaien: suture
dichtnaaien, hechten|dichtnaaien, hechten: suture
dichtslaan|dichtslaan: bang<br/><br/>slam, bang<br/><br/>slam
dichtwerk|dichtwerk: poem
dictator|dictator: dictator
dictatuur|dictatuur: dictatorship
dicteren|dicteren: dictate
die|die: which, who
dieet|dieet: diet
dief|dief: thief
dief, steler|dief, steler: thief
diefstal|diefstal: theft
diefstal, ontvreemding|diefstal, ontvreemding: theft
dienares|dienares: servant, maid
dienblad|dienblad: tray
dienblad, presenteerblad|dienblad, presenteerblad: tray
dienen|dienen: should, must
dienst|dienst: service
dienst nemen|dienst nemen: enlist
dienst, godsdienstoefening, eredienst|dienst, godsdienstoefening, eredienst: service
dienstig|dienstig: useful
dienstmeisje|dienstmeisje: servant, maid
dienstmeisje, dienares, meid|dienstmeisje, dienares, meid: maid<br/><br/>servant
dienstregeling|dienstregeling: schedule, time-table
dienstregeling, rooster|dienstregeling, rooster: schedule
diep|diep: profound
diepgaand|diepgaand: thoroughgoing
diepgaand, grondig|diepgaand, grondig: thoroughgoing
diepte|diepte: depth
dier|dier: beast
dier, beest|dier, beest: beast
dierbaar|dierbaar: expensive
dierenarts|dierenarts: veterinarian
dierenriem|dierenriem: zodiac
dierentuin|dierentuin: zoo
dierevel|dierevel: hide, skin
dierevel, vel, huid, pels, vacht|dierevel, vel, huid, pels, vacht: skin
dierkunde|dierkunde: zoology
dierkundige|dierkundige: zoologist
dierkundige, zoöloog|dierkundige, zoöloog: zoologist
dierlijk|dierlijk: animal<br/><br/>harsh, brute, animal
diesel|diesel: diesel
dieselmotor|dieselmotor: diesel
dieselmotor, diesel|dieselmotor, diesel: diesel
difussiehalo|difussiehalo: halo
digereren|digereren: digest
digestie|digestie: digestion
digestie, spijsvertering|digestie, spijsvertering: digestion
dij|dij: thigh
dijk|dijk: embankment, dike
dijk, waterkering|dijk, waterkering: embankment
dik|dik: thick, greasy, dense, concentrated, corpulent, fat
dik, dicht, gebonden|dik, dicht, gebonden: concentrated
dik, gebonden, dicht|dik, gebonden, dicht: thick
dik, lijvig|dik, lijvig: corpulent
dik, vettig, vet|dik, vettig, vet: greasy
dikte|dikte: thickness
dikte, lijvigheid|dikte, lijvigheid: thickness
dikwijls|dikwijls: often, regularly, frequently
dilemma|dilemma: dilemma
dilettant|dilettant: dabbler, fancier, amateur, dilettante
dilettant, knutseaar, amateur|dilettant, knutseaar, amateur: fancier
dilettant, knutselaar, amateur|dilettant, knutselaar, amateur: dabbler
Diluvium|Diluvium: Diluvium
dimensie|dimensie: measurement
diner|diner: dinner
diner, middagmaal, middageten|diner, middagmaal, middageten: dinner
ding|ding: matter, object, affair, thing, business, case
ding, voorwerp|ding, voorwerp: thing
dingen|dingen: things, stuff
dingen naar|dingen naar: aspire
dingen, spullen|dingen, spullen: stuff<br/><br/>things
dinges|dinges: thingamajig, whatchamacallit<br/><br/>thingamajig<br/><br/>whatchamacallit
Dinkel|Dinkel: Dinkel
dinsdag|dinsdag: Tuesday
diploma|diploma: diploma
diplomaat|diplomaat: diplomat
direct|direct: directly, straight
direct, live, recht, rechtstreeks|direct, live, recht, rechtstreeks: straight
direct, overeind, rechtop|direct, overeind, rechtop: directly
directeur|directeur: director
directeur, bestuurder|directeur, bestuurder: director
dirigeren|dirigeren: steer, direct, guide
discipel|discipel: disciple
discipline|discipline: discipline
discipline, tucht|discipline, tucht: discipline
disconto|disconto: discount
discreet|discreet: discrete, modest
discretie|discretie: modesty
discriminatie|discriminatie: discrimination
discus|discus: discus<br/><br/>record, discus, disk, disc
discus, plaat, grammofoonplaat, schijf|discus, plaat, grammofoonplaat, schijf: record
discussie|discussie: discussion
discussie, bespreking|discussie, bespreking: discussion
discutabel|discutabel: doubtful
discuteren|discuteren: discuss
disharmonisch|disharmonisch: inconsonant
diskette|diskette: diskette
disorde|disorde: disorder
disponibel|disponibel: available
disputeren|disputeren: dispute, argue
disputeren, krakelen, twisten|disputeren, krakelen, twisten: dispute
dispuut|dispuut: quarrel
dissertatie|dissertatie: thesis, essay
distilleren|distilleren: distil
distilleren, overhalen, branden|distilleren, overhalen, branden: distil
district|district: district
district, arrondissement, gouw|district, arrondissement, gouw: district
dit|dit: this, these
dit hier|dit hier: these, this
dit, dit hier|dit, dit hier: these<br/><br/>this
dito|dito: same
divan|divan: divan, couch
diverse|diverse: several
divisie|divisie: division
divisie, legerafdeling|divisie, legerafdeling: division
diëet-|diëet-: dietary
Djakarta|Djakarta: Djakarta
Djibouti|Djibouti: Djibouti<br/><br/>Jibuti, Djibouti<br/><br/>Jibuti
DNA|DNA: DNA
dobbelen|dobbelen: gamble
dobbelsteen|dobbelsteen: cube
dobberen|dobberen: float
doch|doch: but
dochter|dochter: daughter
doctor|doctor: doctor
document|document: paper
dodelijk|dodelijk: dead, deadly
doden|doden: kill, slay
doek|doek: painting, curtain
doel|doel: plan, goal, meaning, intention, purpose
doel, plan, bedoeling, strekking|doel, plan, bedoeling, strekking: meaning
doelmatig|doelmatig: opportune, convenient, handy
doelmatig, gemakkelijk, geschikt|doelmatig, gemakkelijk, geschikt: convenient
doelstelling|doelstelling: purpose, goal
doelstelling, doel, wit, doelwit, honk|doelstelling, doel, wit, doelwit, honk: goal
doeltreffend|doeltreffend: effectual, effective, efficacious
doeltreffend, effectief, afdoend|doeltreffend, effectief, afdoend: effectual
doelwit|doelwit: goal, purpose
doelwit, honk, doel, doelstelling, wit|doelwit, honk, doel, doelstelling, wit: purpose
doen|doen: cause, make, act, do
doen alsof|doen alsof: feign, pretend
doen ontbranden|doen ontbranden: light, kindle
doen ontstaan|doen ontstaan: develop
doen ontstaan, maken, formeren|doen ontstaan, maken, formeren: develop
doen overhellen|doen overhellen: tilt
doen schommelen|doen schommelen: rock, swing
doen schrikken|doen schrikken: terrify, frighten
doen schrikken, schrik aanjagen|doen schrikken, schrik aanjagen: frighten
doen toekomen|doen toekomen: transmit, send
doen toekomen, opsturen, sturen|doen toekomen, opsturen, sturen: send
doen verdampen|doen verdampen: evaporate
doen, bezig zijn, ageren, handelen|doen, bezig zijn, ageren, handelen: act
dof|dof: obtuse
doffe onverschilligheid|doffe onverschilligheid: lethargy
doffe onverschilligheid, lethargie|doffe onverschilligheid, lethargie: lethargy
dofheid|dofheid: apathy
dogma|dogma: dogma
dogma, leerstelling, leerstuk|dogma, leerstelling, leerstuk: dogma
dok|dok: dock
dokken|dokken: pay
dokter|dokter: physician
dokument|dokument: certificate, document
dol|dol: mad, insane, crazy, intoxicated, furious, rabid
dol, doldriftig, woedend, verwoed|dol, doldriftig, woedend, verwoed: furious
dol, razend, hondsdol|dol, razend, hondsdol: rabid
doldriftig|doldriftig: furious
dolheid|dolheid: rabies
dolk|dolk: dagger
dollar|dollar: dollar
Dollard|Dollard: Dollard
Dolomieten|Dolomieten: Dolomites
dolzinnig|dolzinnig: crazy, insane, mad
dolzinnig, dol, gek, krankzinnig|dolzinnig, dol, gek, krankzinnig: mad
dolzinnig, krankzinnig, gek, dol|dolzinnig, krankzinnig, gek, dol: crazy
dom|dom: stupid, dull, cathedral, foolish
dom kijken|dom kijken: gawk
domicilie|domicilie: dwelling-place, abode
Dominicaans|Dominicaans: Dominican
dominion|dominion: dominion
dommekracht|dommekracht: jack
Don|Don: Don
Don Juan|Don Juan: woman-chaser
donatie|donatie: gift
Donau|Donau: Danube
donderdag|donderdag: Thursday
donderen|donderen: thunder
Donjets|Donjets: Donetz
donker|donker: obscure, dark, darkness, murk
donker worden|donker worden: darken
donkerrood|donkerrood: crimson
dons|dons: down, fluff
dood|dood: death
dood, overlijden, sterfgeval|dood, overlijden, sterfgeval: death
doodgaan|doodgaan: die
doodgaan, overlijden, sterven|doodgaan, overlijden, sterven: die
doodkist|doodkist: coffin
doodkist, kist|doodkist, kist: coffin
doodlopende weg|doodlopende weg: cul-de-sac
doodmaken|doodmaken: slay, kill
doodmaken, doden, ombrengen|doodmaken, doden, ombrengen: slay
doods|doods: dead
doods, dodelijk|doods, dodelijk: dead
doodsangst|doodsangst: agony
doodsangst, doodsstrijd, agonie|doodsangst, doodsstrijd, agonie: agony
doodsstrijd|doodsstrijd: agony
doodsvijand|doodsvijand: arch-enemy
doodsvijand, aartsvijand|doodsvijand, aartsvijand: arch-enemy
doof|doof: deaf
dooi|dooi: melting
dooien|dooien: melt, thaw
door|door: through
door bevriezing veroorzaakte wo|door bevriezing veroorzaakte wo: frostbite
door bevriezing veroorzaakte wofrostbite|door bevriezing veroorzaakte wofrostbite: frostbite
door het water plassen|door het water plassen: paddle
door, per, met|door, per, met: through
doorbuigen|doorbuigen: bend
doordat|doordat: because
doordringen|doordringen: penetrate
doordringen, binnendringen, doorstoten|doordringen, binnendringen, doorstoten: penetrate
doordringend|doordringend: abrasive, sharp, lurid
doordringend, bijtend, fel, guur|doordringend, bijtend, fel, guur: sharp
doordringend, fel, guur, bijtend|doordringend, fel, guur, bijtend: abrasive
doordrukken|doordrukken: force
dooreenhalen|dooreenhalen: confuse
dooreenhalen, van zijn stuk brengen|dooreenhalen, van zijn stuk brengen: confuse
doorgaans|doorgaans: generally
doorgang|doorgang: passageway, gangway
doorkijk|doorkijk: perspective
doorkijk, prospect, perspectief|doorkijk, prospect, perspectief: perspective
doorklieven|doorklieven: split
doorklinken|doorklinken: resound
doorkomen|doorkomen: succeed
doorkruisen|doorkruisen: hinder
doorleven|doorleven: survive
doorleven, doormaken, beleven|doorleven, doormaken, beleven: survive
doorlopend|doorlopend: continuous
doorlopend, onafgebroken|doorlopend, onafgebroken: continuous
doorluchtig|doorluchtig: episcopal
doormaken|doormaken: survive
doorn|doorn: thorn
doorroeren|doorroeren: whirl, whip, froth
doorroeren, omroeren, roeren|doorroeren, omroeren, roeren: froth<br/><br/>whip
doorroeren, roeren, omroeren|doorroeren, roeren, omroeren: whirl
doorscheuren|doorscheuren: tear
doorslikken|doorslikken: swallow
doorsmeren|doorsmeren: anoint, smear
doorsnee|doorsnee: middle
doorsnijden|doorsnijden: dissect
doorsnijden, sectie verrichten|doorsnijden, sectie verrichten: dissect
doorstoten|doorstoten: penetrate
doortrapt|doortrapt: cunning, sly, smart
doortrapt, slim, gewiekst, listig|doortrapt, slim, gewiekst, listig: smart
doortrekken|doortrekken: saturate, lengthen
doortrekken, verzadigen|doortrekken, verzadigen: saturate
doorvoeren|doorvoeren: apply, achieve, practice
doorwaden|doorwaden: ford
doorzichtig|doorzichtig: transparant
doorzichtig, transparant|doorzichtig, transparant: transparant
doorzien|doorzien: guess
doos|doos: container, vessel
doos, foedraal, etui, pot, koker, bak|doos, foedraal, etui, pot, koker, bak: container
doosvrucht|doosvrucht: capsule, firing-cap
doosvrucht, kapseltje, capsule|doosvrucht, kapseltje, capsule: firing-cap
dop|dop: husk
dope|dope: drug
dopen|dopen: baptize, christen<br/><br/>baptize<br/><br/>christen
dophei|dophei: heather
dopheide|dopheide: heather
dopheide, dophei|dopheide, dophei: heather
dor|dor: dry
dor, droog|dor, droog: dry
Dordrecht|Dordrecht: Dordrecht
dorheid|dorheid: dryness
Dorisch|Dorisch: Dorian, Doric<br/><br/>Dorian<br/><br/>Doric
dorp|dorp: village
dorpel|dorpel: sill, threshold
dorpel, drempel|dorpel, drempel: sill
dorsen|dorsen: thresh
dorsen, afrossen, afranselen|dorsen, afrossen, afranselen: thresh
dorst|dorst: thirst
dorstig|dorstig: thirsty
dosis|dosis: dose
dossier|dossier: file, dossier
dot|dot: chunk, tuft, lump, clod
douane|douane: customs
douanekantoor|douanekantoor: custom-house
douchehokje|douchehokje: showerstall
douchekop|douchekop: showerhead
douchen|douchen: shower
douchen, een douche nemen|douchen, een douche nemen: shower
douwen|douwen: thrust
dovekool|dovekool: charcoal
dovekool, houtskool|dovekool, houtskool: charcoal
doven|doven: extinguish
doven, blussen, uitdoen, uitblussen|doven, blussen, uitdoen, uitblussen: extinguish
downloaden|downloaden: download
dozijn|dozijn: dozen
dra|dra: soon
dra, haast, gauw, alras, spoedig|dra, haast, gauw, alras, spoedig: soon
draad|draad: thread, wire
draad, garen|draad, garen: thread
draadloze|draadloze: wireless, radio
draadloze, radio|draadloze, radio: radio<br/><br/>wireless
draadworm|draadworm: eelworm
draadworm, aaltje|draadworm, aaltje: eelworm
draagbaar|draagbaar: portable, stretcher
draagbaar, portable|draagbaar, portable: portable
draai om de oren|draai om de oren: slap
draai om de oren, oorveeg, lel|draai om de oren, oorveeg, lel: slap
draaibank|draaibank: lathe
draaiboek|draaiboek: script
draaien|draaien: pivot
draaierij|draaierij: pretext
draaihek|draaihek: gate
draaimolen|draaimolen: carrousel, merry-go-round, carousel
draaimolen, zweefmolen, carrousel|draaimolen, zweefmolen, carrousel: carrousel
draaiorgel|draaiorgel: hurdy-gurdy
draaischijf|draaischijf: lathe
draaischijf, draaibank|draaischijf, draaibank: lathe
draak|draak: dragon
draak, vlieger|draak, vlieger: dragon
dracht|dracht: costume
drachtig|drachtig: pregnant
drachtig, zwanger|drachtig, zwanger: pregnant
dragen|dragen: suffer, bear, carry, wear
dragen, voorhebben, voeren, brengen|dragen, voorhebben, voeren, brengen: carry
drager|drager: prop
drager, stut, leuning, steun|drager, stut, leuning, steun: prop
drama|drama: drama
drang|drang: impulse
drank|drank: alcohol, beverage, spirits, booze, liquor
drank, alcoholische drank, alcohol|drank, alcoholische drank, alcohol: alcohol<br/><br/>booze
drankje|drankje: beverage
drankzuchtige|drankzuchtige: alcoholic, boozer
drankzuchtige, zuiplap, alcoholist|drankzuchtige, zuiplap, alcoholist: boozer
draperen|draperen: drape
drasland|drasland: marsh, swamp
drastisch|drastisch: drastic
draven|draven: trot
dreef|dreef: avenue
dreigement|dreigement: threat
dreigen|dreigen: threaten, menace
dreigen, bedreigen|dreigen, bedreigen: threaten
dreiging|dreiging: threat
drek|drek: excrement, slime, mud, dung
drek, ontlasting, drol, keutel|drek, ontlasting, drol, keutel: excrement
drempel|drempel: sill, threshold
drempel, dorpel|drempel, dorpel: threshold
drenkbak|drenkbak: trough, manger
drenkbak, eetbak, krib, bak, trog|drenkbak, eetbak, krib, bak, trog: manger
drenkplaats|drenkplaats: pub
drenkplaats, bar, café|drenkplaats, bar, café: pub
dresseren|dresseren: educate, tame
dresseren, kweken, grootbrengen|dresseren, kweken, grootbrengen: educate
dribbelen|dribbelen: trot
dribbelen, draven|dribbelen, draven: trot
drie|drie: three
driedubbel|driedubbel: triple
driehoek|driehoek: triangle
driehoek, triangel|driehoek, triangel: triangle
driehoeksmeting|driehoeksmeting: trigonometry
driehoeksmeting, trigonometrie|driehoeksmeting, trigonometrie: trigonometry
driekleurig viooltje|driekleurig viooltje: pansy
Driekoningen|Driekoningen: Epiphany, Twelfth-night<br/><br/>Epiphany<br/><br/>Twelfth-night
drietenige luiaard|drietenige luiaard: ai
drievoudig|drievoudig: triple
drievoudig, driedubbel|drievoudig, driedubbel: triple
driewieler|driewieler: tricycle
Drieëenheid|Drieëenheid: Trinity
drift|drift: collection, bevy
drijfzand|drijfzand: quicksand<br/><br/>quicksands, quicksand<br/><br/>quicksands
drijven|drijven: float, drift, swim, shoo
drillen|drillen: exercise, practise
drillen, oefenen|drillen, oefenen: practise
dringen|dringen: oppress, squeeze, thrust
dringend|dringend: pressing, urgent
dringend, brandend, spoedeisend|dringend, brandend, spoedeisend: urgent
drinken|drinken: drink
drinkgelag|drinkgelag: orgy
drinkglas|drinkglas: glass
drinkglas, glas|drinkglas, glas: glass
drinkwater|drinkwater: drinking-water
droefgeestig|droefgeestig: melancholy
droefheid|droefheid: sorrow
droefheit|droefheit: affliction
droefheit, hartzeer, beproeving|droefheit, hartzeer, beproeving: affliction
droes|droes: devil
droes, boze, duivel, drommel|droes, boze, duivel, drommel: devil
droevig|droevig: sadly
droevig, triest, verdrietig|droevig, triest, verdrietig: sadly
drogbeeld|drogbeeld: illusion
drogbeeld, begoocheling, illusie|drogbeeld, begoocheling, illusie: illusion
drogerij|drogerij: drug
drogerij, kruid, dope, drug|drogerij, kruid, dope, drug: drug
drol|drol: excrement, dung
drom|drom: crowd, pile, mass, multitude
drom, massa, hoop, menigte, boel|drom, massa, hoop, menigte, boel: mass
dromen|dromen: dream, daydream
dromenland|dromenland: dreamland
dromer|dromer: day-dreamer, dreamer, muser
dromer, mijmeraar|dromer, mijmeraar: day-dreamer<br/><br/>muser
drommel|drommel: devil
drommels|drommels: devilish, diabolical
dronken|dronken: intoxicated, drunk
droog|droog: dry
droogheid|droogheid: dryness
droogheid, dorheid, droogte|droogheid, dorheid, droogte: dryness
droogte|droogte: dryness
droombeeld|droombeeld: vision
droppelen|droppelen: drip
drossen|drossen: abscond
drost|drost: taskmaster
drug|drug: drug
druif|druif: grape
druilen|druilen: nap, slumber
druilen, sluimeren, dutten|druilen, sluimeren, dutten: nap
druilerig|druilerig: drowsy
druilerig, slaperig|druilerig, slaperig: drowsy
druipen|druipen: drip
druiprek|druiprek: drainer
druk|druk: busy, keen, brisk, alert, edition
druk, bezet|druk, bezet: busy
drukken|drukken: squeeze, oppress
drukken, dringen, persen, knellen|drukken, dringen, persen, knellen: oppress<br/><br/>squeeze
drukkend|drukkend: heavy, burdensome, onerous
drukkend, zwaar|drukkend, zwaar: burdensome<br/><br/>heavy
drukker|drukker: printer
drukknoop|drukknoop: push-button
drukletter|drukletter: type
drukmeter|drukmeter: barometer
drukproef|drukproef: proof
druppel|druppel: droplet, drop<br/><br/>droplet
druppelen|druppelen: drip
druppelen, droppelen, druipen|druppelen, droppelen, druipen: drip
dubbel|dubbel: dual, double
dubbel, tweevoudig, tweeledig, duplex|dubbel, tweevoudig, tweeledig, duplex: double
dubbelhartig|dubbelhartig: false, treacherous
dubbelslachtig|dubbelslachtig: ambiguous
dubbelzinnig|dubbelzinnig: ambiguous
dubbelzinnig, dubbelslachtig|dubbelzinnig, dubbelslachtig: ambiguous
dubben|dubben: doubt, hesitate
dubieus|dubieus: doubtful
dubieus, twijfelachtig, discutabel|dubieus, twijfelachtig, discutabel: doubtful
duchtig|duchtig: strict, severe
duchtig, straf, bar, hard, streng|duchtig, straf, bar, hard, streng: strict
duf|duf: musty, moldy, mouldy
duidelijk|duidelijk: apparently, clearly, net, obviously, neat, evident
duidelijk maken|duidelijk maken: clarify
duidelijk maken, beduiden, uitleggen|duidelijk maken, beduiden, uitleggen: clarify
duidelijk, netto, netto-|duidelijk, netto, netto-: neat
duiden|duiden: interpret
duif|duif: dove, pigeon
duif, tamme duif|duif, tamme duif: dove<br/><br/>pigeon
duiken|duiken: dive, plunge<br/><br/>dive<br/><br/>plunge
duiker|duiker: diver
duikerklok|duikerklok: diving-bell
duim|duim: thumb
duim als lengtemaat|duim als lengtemaat: inch
Duinkerken|Duinkerken: Dunkirk
duister|duister: indistinct, murk, darkness
duister, duisternis, donker|duister, duisternis, donker: darkness
duisternis|duisternis: darkness, murk
duisternis, donker, duister|duisternis, donker, duister: murk
Duits|Duits: German
Duitse Democratische Republiek|Duitse Democratische Republiek: GDR
Duitsgezind|Duitsgezind: pro-German
Duitsland|Duitsland: Germany
duivel|duivel: demon, devil
duivelachtig|duivelachtig: diabolical, devilish
duivelachtig, duivels, drommels|duivelachtig, duivels, drommels: devilish
duivels|duivels: infernal, diabolical, devilish
duivels, duivelachtig, drommels|duivels, duivelachtig, drommels: diabolical
duivels, hels|duivels, hels: infernal
duivelskunstenaar|duivelskunstenaar: sorcerer, wizard, enchanter, warlock
duivelskunstenaar, tovenaar|duivelskunstenaar, tovenaar: sorcerer<br/><br/>wizard
duizelig|duizelig: dizzy
duizeligheid|duizeligheid: dizziness, vertigo
duizeling|duizeling: dizziness, vertigo
duizeling, duizeligheid|duizeling, duizeligheid: dizziness<br/><br/>vertigo
duizelingwekkend|duizelingwekkend: dizzying
duizend|duizend: thousand
duizendjarig tijdperk|duizendjarig tijdperk: millenium
duizendjarig tijdperk, millennium|duizendjarig tijdperk, millennium: millenium
duizendpoot|duizendpoot: centipede
dulden|dulden: tolerate
dun|dun: slender
dundoek|dundoek: banner, flag
dundoek, vaan, vlag|dundoek, vaan, vlag: flag
dungezaaid|dungezaaid: sporadic
dungezaaid, sporadisch|dungezaaid, sporadisch: sporadic
dunk|dunk: opinion
duo|duo: pair
dupe|dupe: victim
dupe, getroffene, slachtoffer|dupe, getroffene, slachtoffer: victim
duplex|duplex: dual, double
duren|duren: endure
durf|durf: courage
dus|dus: therefore, consequently, so, then
dusdanige|dusdanige: such
dusdanige, dergelijke, zo'n, zulk een|dusdanige, dergelijke, zo'n, zulk een: such
duster|duster: négligé, undress
dutten|dutten: nap, slumber
duur|duur: expensive
duwen|duwen: thrust
duwen, stoten, dringen, douwen|duwen, stoten, dringen, douwen: thrust
dwaas|dwaas: foolish, absurd, fool
dwaas, ongerijmd, onzinnig, absurd|dwaas, ongerijmd, onzinnig, absurd: absurd
dwaas, onverstandig, dom, zot|dwaas, onverstandig, dom, zot: foolish
dwaas, zot, malloot|dwaas, zot, malloot: fool
dwalen|dwalen: err
dwalen, een fout maken|dwalen, een fout maken: err
dwaling|dwaling: mistake, error
dwaling, abuis, vergissing, fout|dwaling, abuis, vergissing, fout: error
dwarrelen|dwarrelen: swirl
dwars|dwars: transverse, abeam<br/><br/>transverse
dwars door|dwars door: throughout
dwars, dwarsscheeps|dwars, dwarsscheeps: abeam
dwarsbomen|dwarsbomen: oppose
dwarsscheeps|dwarsscheeps: abeam
dweepziek|dweepziek: fanatical
dwepend|dwepend: fanatical
dwepend, fanatiek, dweepziek|dwepend, fanatiek, dweepziek: fanatical
dwerg|dwerg: pigmy
dwergachtig|dwergachtig: dwarf, midget
dwergachtig, minuscuul|dwergachtig, minuscuul: dwarf
dwingeland|dwingeland: tyrant, despot
dwingeland, geweldenaar, tiran|dwingeland, geweldenaar, tiran: tyrant
dwingen|dwingen: compel
dwingend|dwingend: compulsory
dynamiet|dynamiet: dynamite
Dzjoengarije|Dzjoengarije: Dzungaria
E-snaar|E-snaar: E-chord
eb-|eb-: ebb
Ebro|Ebro: Ebro
echec|echec: fiasco, failure
Echo|Echo: Echo
echoën|echoën: echo
echt|echt: marriage, really, authentic, genuinely, matrimony
echt, authentiek, waar, onvervalst|echt, authentiek, waar, onvervalst: authentic
echtbreekster|echtbreekster: adulteress
echtbreker|echtbreker: adulterer
echtbreuk|echtbreuk: adultery
echtbreuk, overspel|echtbreuk, overspel: adultery
echtelieden|echtelieden: couple
echten|echten: legitimize
echten, legitimeren|echten, legitimeren: legitimize
echter|echter: however
echter, maar, niettemin, toch|echter, maar, niettemin, toch: however
echtgenoot|echtgenoot: husband, spouse
echtgenote|echtgenote: spouse, wife
echtgenote, eega, gemalin, vrouw|echtgenote, eega, gemalin, vrouw: wife
echtpaar|echtpaar: couple
echtpaar, echtelieden|echtpaar, echtelieden: couple
echtscheiding|echtscheiding: divorce
echtscheiding, scheiding|echtscheiding, scheiding: divorce
echtverbintenis|echtverbintenis: matrimony, marriage
economie|economie: economics<br/><br/>economy, economics
economie, spaarzaamheid|economie, spaarzaamheid: economy
economisch|economisch: economical
Ecuador|Ecuador: Ecuador
Ecuadoriaans|Ecuadoriaans: Ecuadorian
eczeem|eczeem: acne
eczeem, acne, dauwworm|eczeem, acne, dauwworm: acne
Edam|Edam: Edam
edel|edel: noble
edelen|edelen: nobility
edelgesteente|edelgesteente: jewel, gem
